LengdeVvekst;LengdeValder;vekstaar;vekstalder;alder_aar;ID;tilv_lengde;klima;loknr;moh;lpnr;dato;aar;periode;navn;alder;lengde;vekt;kjonn;moden;moden1;tilvekstalder;tilvekst;inst_vekst;CPUE;Temp_mai;Temp_juni;Temp_juli;nedbor_mai;nedbor_juni;nedbor_juli;tempratur;nedbor;NaoV;Column1;_1;_2;_3;_4;_5
10;60.67;2005;0;1;27;Tilvekst;3;18;654;30;17.09.2008;2008;1;Aktejaevrie;3;140;30.3;2;0;0;Tillvekst_0-1;60.67;1.782973995;4.52381;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
60.67;95.67;2006;1;2;27;Tilvekst;3;18;654;30;17.09.2008;2008;1;Aktejaevrie;3;140;30.3;2;0;0;Tillvekst_1-2;35;1.110939239;4.52381;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
95.67;10;2007;2;3;27;Tilvekst;3;18;654;30;17.09.2008;2008;1;Aktejaevrie;3;140;30.3;2;0;0;Tillvekst_2-3;23.33;0.504852701;4.52381;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;38.97;2005;0;1;28;Tilvekst;3;18;654;31;17.09.2008;2008;1;Aktejaevrie;3;167;58.5;1;1;1;Tillvekst_0-1;38.97;1.590730406;4.52381;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
38.97;89.07;2006;1;2;28;Tilvekst;3;18;654;31;17.09.2008;2008;1;Aktejaevrie;3;167;58.5;1;1;1;Tillvekst_1-2;50.1;1.225683149;4.52381;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
89.07;10;2007;2;3;28;Tilvekst;3;18;654;31;17.09.2008;2008;1;Aktejaevrie;3;167;58.5;1;1;1;Tillvekst_2-3;47.32;0.512891147;4.52381;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;41.27;2000;0;1;29;Tilvekst;3;18;654;32;17.09.2008;2008;1;Aktejaevrie;8;265;194;2;0;0;Tillvekst_0-1;41.27;1.615634469;4.52381;6.67;7.65;12.24666667;37.6;106.4;134.8;9.597142857;407.6;1.85;;;;;;
41.27;69.51;2001;1;2;29;Tilvekst;3;18;654;32;17.09.2008;2008;1;Aktejaevrie;8;265;194;2;0;0;Tillvekst_1-2;28.24;1.140138642;4.52381;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
69.51;99.92;2002;2;3;29;Tilvekst;3;18;654;32;17.09.2008;2008;1;Aktejaevrie;8;265;194;2;0;0;Tillvekst_2-3;30.41;1.085559767;4.52381;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
99.92;141.19;2003;3;4;29;Tilvekst;3;18;654;32;17.09.2008;2008;1;Aktejaevrie;8;265;194;2;0;0;Tillvekst_3-4;41.27;1.075088806;4.52381;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
141.19;180.29;2004;4;5;29;Tilvekst;3;18;654;32;17.09.2008;2008;1;Aktejaevrie;8;265;194;2;0;0;Tillvekst_4-5;39.1;1.049384829;4.52381;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
180.29;215.04;2005;5;6;29;Tilvekst;3;18;654;32;17.09.2008;2008;1;Aktejaevrie;8;265;194;2;0;0;Tillvekst_5-6;34.75;1.033931106;4.52381;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
243.28;10;2007;7;8;29;Tilvekst;3;18;654;32;17.09.2008;2008;1;Aktejaevrie;8;265;194;2;0;0;Tillvekst_7-8;17.38;0.419092794;4.52381;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
215.04;243.28;2006;6;7;29;Tilvekst;3;18;654;32;17.09.2008;2008;1;Aktejaevrie;8;265;194;2;0;0;Tillvekst_6-7;28.24;1.022973939;4.52381;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
10;47.93;2002;0;1;30;Tilvekst;3;18;654;33;17.09.2008;2008;1;Aktejaevrie;6;222;138.5;1;1;1;Tillvekst_0-1;47.93;1.680607429;4.52381;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
47.93;85.77;2003;1;2;30;Tilvekst;3;18;654;33;17.09.2008;2008;1;Aktejaevrie;6;222;138.5;1;1;1;Tillvekst_1-2;37.84;1.15037895;4.52381;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
85.77;116.05;2004;2;3;30;Tilvekst;3;18;654;33;17.09.2008;2008;1;Aktejaevrie;6;222;138.5;1;1;1;Tillvekst_2-3;30.27;1.067918755;4.52381;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
116.05;151.36;2005;3;4;30;Tilvekst;3;18;654;33;17.09.2008;2008;1;Aktejaevrie;6;222;138.5;1;1;1;Tillvekst_3-4;35.32;1.055876902;4.52381;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
151.36;176.59;2006;4;5;30;Tilvekst;3;18;654;33;17.09.2008;2008;1;Aktejaevrie;6;222;138.5;1;1;1;Tillvekst_4-5;25.23;1.03071314;4.52381;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
176.59;10;2007;5;6;30;Tilvekst;3;18;654;33;17.09.2008;2008;1;Aktejaevrie;6;222;138.5;1;1;1;Tillvekst_5-6;30.27;0.445044541;4.52381;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;34.41;2002;0;1;31;Tilvekst;3;18;654;34;17.09.2008;2008;1;Aktejaevrie;6;225;131.1;1;0;0;Tillvekst_0-1;34.41;1.536684673;4.52381;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
34.41;52.94;2003;1;2;31;Tilvekst;3;18;654;34;17.09.2008;2008;1;Aktejaevrie;6;225;131.1;1;0;0;Tillvekst_1-2;18.53;1.121755144;4.52381;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
52.94;105.88;2004;2;3;31;Tilvekst;3;18;654;34;17.09.2008;2008;1;Aktejaevrie;6;225;131.1;1;0;0;Tillvekst_2-3;52.94;1.174633253;4.52381;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
105.88;145.59;2005;3;4;31;Tilvekst;3;18;654;34;17.09.2008;2008;1;Aktejaevrie;6;225;131.1;1;0;0;Tillvekst_3-4;39.71;1.068311271;4.52381;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
145.59;180;2006;4;5;31;Tilvekst;3;18;654;34;17.09.2008;2008;1;Aktejaevrie;6;225;131.1;1;0;0;Tillvekst_4-5;34.41;1.042596096;4.52381;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
180;10;2007;5;6;31;Tilvekst;3;18;654;34;17.09.2008;2008;1;Aktejaevrie;6;225;131.1;1;0;0;Tillvekst_5-6;26.47;0.443405397;4.52381;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;48.47;2002;0;1;32;Tilvekst;3;18;654;35;17.09.2008;2008;1;Aktejaevrie;6;268;219.1;2;1;1;Tillvekst_0-1;48.47;1.68547302;4.52381;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
48.47;105.49;2003;1;2;32;Tilvekst;3;18;654;35;17.09.2008;2008;1;Aktejaevrie;6;268;219.1;2;1;1;Tillvekst_1-2;57.02;1.200381892;4.52381;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
105.49;151.11;2004;2;3;32;Tilvekst;3;18;654;35;17.09.2008;2008;1;Aktejaevrie;6;268;219.1;2;1;1;Tillvekst_2-3;45.62;1.077145632;4.52381;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
151.11;196.72;2005;3;4;32;Tilvekst;3;18;654;35;17.09.2008;2008;1;Aktejaevrie;6;268;219.1;2;1;1;Tillvekst_3-4;45.62;1.05256535;4.52381;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
196.72;233.79;2006;4;5;32;Tilvekst;3;18;654;35;17.09.2008;2008;1;Aktejaevrie;6;268;219.1;2;1;1;Tillvekst_4-5;37.06;1.032686298;4.52381;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
233.79;10;2007;5;6;32;Tilvekst;3;18;654;35;17.09.2008;2008;1;Aktejaevrie;6;268;219.1;2;1;1;Tillvekst_5-6;28.51;0.422150056;4.52381;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
219.3;10;2007;6;7;33;Tilvekst;3;18;654;36;17.09.2008;2008;1;Aktejaevrie;7;260;177.1;2;0;0;Tillvekst_6-7;27.13;0.427160828;4.52381;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;36.17;2001;0;1;33;Tilvekst;3;18;654;36;17.09.2008;2008;1;Aktejaevrie;7;260;177.1;2;0;0;Tillvekst_0-1;36.17;1.558348509;4.52381;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
36.17;90.43;2002;1;2;33;Tilvekst;3;18;654;36;17.09.2008;2008;1;Aktejaevrie;7;260;177.1;2;0;0;Tillvekst_1-2;54.26;1.255375495;4.52381;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
90.43;124.35;2003;2;3;33;Tilvekst;3;18;654;36;17.09.2008;2008;1;Aktejaevrie;7;260;177.1;2;0;0;Tillvekst_2-3;33.91;1.070711227;4.52381;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
124.35;158.26;2004;3;4;33;Tilvekst;3;18;654;36;17.09.2008;2008;1;Aktejaevrie;7;260;177.1;2;0;0;Tillvekst_3-4;33.91;1.049996697;4.52381;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
158.26;192.17;2005;4;5;33;Tilvekst;3;18;654;36;17.09.2008;2008;1;Aktejaevrie;7;260;177.1;2;0;0;Tillvekst_4-5;33.91;1.038335698;4.52381;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
192.17;219.3;2006;5;6;33;Tilvekst;3;18;654;36;17.09.2008;2008;1;Aktejaevrie;7;260;177.1;2;0;0;Tillvekst_5-6;27.13;1.025114246;4.52381;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
10;54.12;2002;0;1;34;Tilvekst;3;18;654;37;17.09.2008;2008;1;Aktejaevrie;6;276;225.5;2;1;1;Tillvekst_0-1;54.12;1.733357788;4.52381;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
54.12;102.82;2003;1;2;34;Tilvekst;3;18;654;37;17.09.2008;2008;1;Aktejaevrie;6;276;225.5;2;1;1;Tillvekst_1-2;48.71;1.160797623;4.52381;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
102.82;148.82;2004;2;3;34;Tilvekst;3;18;654;37;17.09.2008;2008;1;Aktejaevrie;6;276;225.5;2;1;1;Tillvekst_2-3;46;1.079809894;4.52381;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
148.82;186.71;2005;3;4;34;Tilvekst;3;18;654;37;17.09.2008;2008;1;Aktejaevrie;6;276;225.5;2;1;1;Tillvekst_3-4;37.88;1.045338995;4.52381;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
186.71;232.71;2006;4;5;34;Tilvekst;3;18;654;37;17.09.2008;2008;1;Aktejaevrie;6;276;225.5;2;1;1;Tillvekst_4-5;46;1.042113787;4.52381;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
232.71;10;2007;5;6;34;Tilvekst;3;18;654;37;17.09.2008;2008;1;Aktejaevrie;6;276;225.5;2;1;1;Tillvekst_5-6;29.76;0.422508722;4.52381;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;32.82;2000;0;1;35;Tilvekst;3;18;654;38;17.09.2008;2008;1;Aktejaevrie;8;286;239.1;2;0;0;Tillvekst_0-1;32.82;1.516138577;4.52381;6.67;7.65;12.24666667;37.6;106.4;134.8;9.597142857;407.6;1.85;;;;;;
32.82;72.67;2001;1;2;35;Tilvekst;3;18;654;38;17.09.2008;2008;1;Aktejaevrie;8;286;239.1;2;0;0;Tillvekst_1-2;39.85;1.227694611;4.52381;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
72.67;105.49;2002;2;3;35;Tilvekst;3;18;654;38;17.09.2008;2008;1;Aktejaevrie;8;286;239.1;2;0;0;Tillvekst_2-3;32.82;1.086956071;4.52381;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
105.49;138.31;2003;3;4;35;Tilvekst;3;18;654;38;17.09.2008;2008;1;Aktejaevrie;8;286;239.1;2;0;0;Tillvekst_3-4;32.82;1.058146319;4.52381;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
138.31;171.13;2004;4;5;35;Tilvekst;3;18;654;38;17.09.2008;2008;1;Aktejaevrie;8;286;239.1;2;0;0;Tillvekst_4-5;32.82;1.043194252;4.52381;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
171.13;210.98;2005;5;6;35;Tilvekst;3;18;654;38;17.09.2008;2008;1;Aktejaevrie;8;286;239.1;2;0;0;Tillvekst_5-6;39.85;1.040708402;4.52381;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
243.8;10;2007;7;8;35;Tilvekst;3;18;654;38;17.09.2008;2008;1;Aktejaevrie;8;286;239.1;2;0;0;Tillvekst_7-8;25.79;0.418929988;4.52381;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
210.98;243.8;2006;6;7;35;Tilvekst;3;18;654;38;17.09.2008;2008;1;Aktejaevrie;8;286;239.1;2;0;0;Tillvekst_6-7;32.82;1.027016306;4.52381;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
10;39.47;1999;0;1;36;Tilvekst;3;18;654;39;17.09.2008;2008;1;Aktejaevrie;9;296;309.7;1;1;1;Tillvekst_0-1;39.47;1.596267126;4.52381;4.82;10.85;11.51333333;22.4;73.8;84;10.25395683;259.7;0.98;;;;;;
39.47;54.27;2000;1;2;36;Tilvekst;3;18;654;39;17.09.2008;2008;1;Aktejaevrie;9;296;309.7;1;1;1;Tillvekst_1-2;14.8;1.086635058;4.52381;6.67;7.65;12.24666667;37.6;106.4;134.8;9.597142857;407.6;1.85;;;;;;
54.27;101.13;2001;2;3;36;Tilvekst;3;18;654;39;17.09.2008;2008;1;Aktejaevrie;9;296;309.7;1;1;1;Tillvekst_2-3;46.87;1.15584368;4.52381;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
101.13;138.13;2002;3;4;36;Tilvekst;3;18;654;39;17.09.2008;2008;1;Aktejaevrie;9;296;309.7;1;1;1;Tillvekst_3-4;37;1.067539206;4.52381;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
138.13;177.6;2003;4;5;36;Tilvekst;3;18;654;39;17.09.2008;2008;1;Aktejaevrie;9;296;309.7;1;1;1;Tillvekst_4-5;39.47;1.051000122;4.52381;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
177.6;219.53;2004;5;6;36;Tilvekst;3;18;654;39;17.09.2008;2008;1;Aktejaevrie;9;296;309.7;1;1;1;Tillvekst_5-6;41.93;1.040921649;4.52381;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
251.6;278.73;2006;7;8;36;Tilvekst;3;18;654;39;17.09.2008;2008;1;Aktejaevrie;9;296;309.7;1;1;1;Tillvekst_7-8;27.13;1.018524964;4.52381;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
278.73;10;2007;8;9;36;Tilvekst;3;18;654;39;17.09.2008;2008;1;Aktejaevrie;9;296;309.7;1;1;1;Tillvekst_8-9;9.87;0.408967226;4.52381;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
219.53;251.6;2005;6;7;36;Tilvekst;3;18;654;39;17.09.2008;2008;1;Aktejaevrie;9;296;309.7;1;1;1;Tillvekst_6-7;32.07;1.025290162;4.52381;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
10;37.49;1999;0;1;37;Tilvekst;3;18;654;40;17.09.2008;2008;1;Aktejaevrie;9;324;381.5;2;1;1;Tillvekst_0-1;37.49;1.57391544;4.52381;4.82;10.85;11.51333333;22.4;73.8;84;10.25395683;259.7;0.98;;;;;;
37.49;80.33;2000;1;2;37;Tilvekst;3;18;654;40;17.09.2008;2008;1;Aktejaevrie;9;324;381.5;2;1;1;Tillvekst_1-2;42.84;1.210279611;4.52381;6.67;7.65;12.24666667;37.6;106.4;134.8;9.597142857;407.6;1.85;;;;;;
80.33;112.46;2001;2;3;37;Tilvekst;3;18;654;40;17.09.2008;2008;1;Aktejaevrie;9;324;381.5;2;1;1;Tillvekst_2-3;32.13;1.076708498;4.52381;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
112.46;152.63;2002;3;4;37;Tilvekst;3;18;654;40;17.09.2008;2008;1;Aktejaevrie;9;324;381.5;2;1;1;Tillvekst_3-4;40.17;1.064671843;4.52381;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
152.63;195.47;2003;4;5;37;Tilvekst;3;18;654;40;17.09.2008;2008;1;Aktejaevrie;9;324;381.5;2;1;1;Tillvekst_4-5;42.84;1.049202347;4.52381;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
195.47;222.25;2004;5;6;37;Tilvekst;3;18;654;40;17.09.2008;2008;1;Aktejaevrie;9;324;381.5;2;1;1;Tillvekst_5-6;26.78;1.024338589;4.52381;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
254.38;286.51;2006;7;8;37;Tilvekst;3;18;654;40;17.09.2008;2008;1;Aktejaevrie;9;324;381.5;2;1;1;Tillvekst_7-8;32.13;1.021474615;4.52381;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
286.51;10;2007;8;9;37;Tilvekst;3;18;654;40;17.09.2008;2008;1;Aktejaevrie;9;324;381.5;2;1;1;Tillvekst_8-9;26.78;0.406977253;4.52381;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
222.25;254.38;2005;6;7;37;Tilvekst;3;18;654;40;17.09.2008;2008;1;Aktejaevrie;9;324;381.5;2;1;1;Tillvekst_6-7;32.13;1.02498728;4.52381;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
10;32.05;1999;0;1;38;Tilvekst;3;18;654;41;17.09.2008;2008;1;Aktejaevrie;9;323;348;2;1;1;Tillvekst_0-1;32.05;1.505828034;4.52381;4.82;10.85;11.51333333;22.4;73.8;84;10.25395683;259.7;0.98;;;;;;
32.05;76.44;2000;1;2;38;Tilvekst;3;18;654;41;17.09.2008;2008;1;Aktejaevrie;9;323;348;2;1;1;Tillvekst_1-2;44.38;1.250687752;4.52381;6.67;7.65;12.24666667;37.6;106.4;134.8;9.597142857;407.6;1.85;;;;;;
76.44;110.95;2001;2;3;38;Tilvekst;3;18;654;41;17.09.2008;2008;1;Aktejaevrie;9;323;348;2;1;1;Tillvekst_2-3;34.52;1.085915601;4.52381;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
110.95;150.4;2002;3;4;38;Tilvekst;3;18;654;41;17.09.2008;2008;1;Aktejaevrie;9;323;348;2;1;1;Tillvekst_3-4;39.45;1.064602594;4.52381;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
150.4;197.25;2003;4;5;38;Tilvekst;3;18;654;41;17.09.2008;2008;1;Aktejaevrie;9;323;348;2;1;1;Tillvekst_4-5;46.85;1.054090845;4.52381;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
197.25;224.37;2004;5;6;38;Tilvekst;3;18;654;41;17.09.2008;2008;1;Aktejaevrie;9;323;348;2;1;1;Tillvekst_5-6;27.12;1.024377935;4.52381;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
266.29;286.02;2006;7;8;38;Tilvekst;3;18;654;41;17.09.2008;2008;1;Aktejaevrie;9;323;348;2;1;1;Tillvekst_7-8;19.73;1.012798764;4.52381;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
286.02;10;2007;8;9;38;Tilvekst;3;18;654;41;17.09.2008;2008;1;Aktejaevrie;9;323;348;2;1;1;Tillvekst_8-9;24.66;0.407100417;4.52381;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
224.37;266.29;2005;6;7;38;Tilvekst;3;18;654;41;17.09.2008;2008;1;Aktejaevrie;9;323;348;2;1;1;Tillvekst_6-7;41.92;1.031642358;4.52381;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
208.87;10;2007;6;7;39;Tilvekst;3;18;654;42;17.09.2008;2008;1;Aktejaevrie;7;270;209.1;2;0;0;Tillvekst_6-7;38.21;0.43105751;4.52381;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;38.21;2001;0;1;39;Tilvekst;3;18;654;42;17.09.2008;2008;1;Aktejaevrie;7;270;209.1;2;0;0;Tillvekst_0-1;38.21;1.582177038;4.52381;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
38.21;73.87;2002;1;2;39;Tilvekst;3;18;654;42;17.09.2008;2008;1;Aktejaevrie;7;270;209.1;2;0;0;Tillvekst_1-2;35.66;1.180947552;4.52381;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
73.87;91.7;2003;2;3;39;Tilvekst;3;18;654;42;17.09.2008;2008;1;Aktejaevrie;7;270;209.1;2;0;0;Tillvekst_2-3;17.83;1.050255734;4.52381;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
91.7;129.91;2004;3;4;39;Tilvekst;3;18;654;42;17.09.2008;2008;1;Aktejaevrie;7;270;209.1;2;0;0;Tillvekst_3-4;38.21;1.077087042;4.52381;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
129.91;168.11;2005;4;5;39;Tilvekst;3;18;654;42;17.09.2008;2008;1;Aktejaevrie;7;270;209.1;2;0;0;Tillvekst_4-5;38.21;1.052965892;4.52381;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
168.11;208.87;2006;5;6;39;Tilvekst;3;18;654;42;17.09.2008;2008;1;Aktejaevrie;7;270;209.1;2;0;0;Tillvekst_5-6;40.75;1.042362865;4.52381;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
195.75;10;2007;6;7;40;Tilvekst;3;18;654;43;17.09.2008;2008;1;Aktejaevrie;7;239;148.8;2;0;0;Tillvekst_6-7;31.87;0.436356952;4.52381;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;25.04;2001;0;1;40;Tilvekst;3;18;654;43;17.09.2008;2008;1;Aktejaevrie;7;239;148.8;2;0;0;Tillvekst_0-1;25.04;1.398634325;4.52381;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
25.04;59.18;2002;1;2;40;Tilvekst;3;18;654;43;17.09.2008;2008;1;Aktejaevrie;7;239;148.8;2;0;0;Tillvekst_1-2;34.14;1.267075267;4.52381;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
59.18;91.05;2003;2;3;40;Tilvekst;3;18;654;43;17.09.2008;2008;1;Aktejaevrie;7;239;148.8;2;0;0;Tillvekst_2-3;31.87;1.105579299;4.52381;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
91.05;125.19;2004;3;4;40;Tilvekst;3;18;654;43;17.09.2008;2008;1;Aktejaevrie;7;239;148.8;2;0;0;Tillvekst_3-4;34.14;1.070581894;4.52381;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
125.19;168.44;2005;4;5;40;Tilvekst;3;18;654;43;17.09.2008;2008;1;Aktejaevrie;7;239;148.8;2;0;0;Tillvekst_4-5;43.25;1.061440436;4.52381;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
168.44;195.75;2006;5;6;40;Tilvekst;3;18;654;43;17.09.2008;2008;1;Aktejaevrie;7;239;148.8;2;0;0;Tillvekst_5-6;27.31;1.029309743;4.52381;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
10;29.23;2003;0;1;41;Tilvekst;3;18;654;44;17.09.2008;2008;1;Aktejaevrie;5;190;80.1;2;0;0;Tillvekst_0-1;29.23;1.465828815;4.52381;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
29.23;68.21;2004;1;2;41;Tilvekst;3;18;654;44;17.09.2008;2008;1;Aktejaevrie;5;190;80.1;2;0;0;Tillvekst_1-2;38.97;1.251065629;4.52381;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
68.21;107.18;2005;2;3;41;Tilvekst;3;18;654;44;17.09.2008;2008;1;Aktejaevrie;5;190;80.1;2;0;0;Tillvekst_2-3;38.97;1.107023972;4.52381;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
107.18;141.28;2006;3;4;41;Tilvekst;3;18;654;44;17.09.2008;2008;1;Aktejaevrie;5;190;80.1;2;0;0;Tillvekst_3-4;34.1;1.0590937;4.52381;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
